srcStateName,srcYear,Budget type,Total expenditure,Developmental expenditure,Social services,"Education, sports, art and culture",Medical and public health,Family welfare,Water supply and sanitation,Housing,Urban development,"Welfare of scheduled caste, scheduled tribes and other backward classes",Labour and labour welfare,Social security and welfare,Nutrition,Relief on account of natural calamities,Other social services,Economic services,Agriculture and allied activities,Crop husbandry,Soil and water conservation,Animal husbandry,Dairy development,Fisheries,Forestry and wild life,Plantations,Food storage and Warehousing,Agricultural research and education,Agricultural finance institutions,Cooperation,Other agricultural programmes,Rural development,Special area programmes,Irrigation and flood control,Major and medium irrigation,Minor irrigation,Flood control and drainage,Energy,Power,Industry and minerals,Village and small industries,Industries,Other industries,Transport and communications,Roads and bridges,Others means of transport and communications,"Science, technology and environment",General economic services,Secretariat services,Tourism,Civil supplies,Others general economic services,Non developmental expenditure,Organs of state,Fiscal services,Collection of taxes and duties,Other fiscal services,Interest payments and services of debt,Appropriation for reduction or avoidance of debt,Interest payments,Interest on loans from the centre,Interest on internal debt,Interest on market loans,Interest on National Food Security Food ( NSSF ),"Interest on small savings, provident funds, etc",Other interests on internal debt,Administrative services,Secretariat services,District administration,Police,Public works,Other administrative services,Pensions,Miscellaneous general services,Payment on account of state lotteries,Grants-in-aid and contributions,Compensation and assignments to local bodies and Panchayati Raj Institutions,"Transfers to road fund, education cess fund, etc",Reserve with finance department,YearCode,Year
HIMACHAL PRADESH,2011-12,Accounts,1389797,819600,514744,299015,69616,10113,50535,2404,11423,10338,4421,33906,5645,14130,3198,304855,110185,26248,4426,18407,1075,1713,35443,95,11024,9490,0,2266,0,35753,0,26132,1788,24256,88,15088,14525,5716,4692,1024,0,106218,96655,9563,628,5135,1841,1537,755,1002,569000,14174,16314,16246,68,212971,0,212971,7381,148064,70656,47572,54325,3200,102447,4958,11879,47657,24520,13433,221681,1414,0,1197,1197,0,0,2011,"Financial Year (Apr - Mar), 2011"
MANIPUR,2011-12,Budget Estimates,474400,299187,140770,66111,21379,1702,4339,463,7120,21778,1294,9840,5409,214,1120,158417,41438,13212,11225,5300,189,2589,6300,7,974,225,0,1411,5,9974,0,7009,3560,926,1311,21655,21005,7381,6621,760,0,11376,11376,0,2051,52671,50805,489,0,1378,166300,7110,3522,3483,39,41811,2572,39239,5142,26604,16555,8334,7493,0,74849,3508,2317,59014,4318,5693,38955,54,54,8913,8913,0,0,2011,"Financial Year (Apr - Mar), 2011"
MANIPUR,2011-12,Revised Estimates,554644,314613,157393,71575,25026,1877,6176,463,6769,26570,1431,12886,3150,187,1284,157220,40586,13035,7943,6714,256,2674,6766,7,1234,290,0,1664,4,9928,0,7843,4064,1066,1445,25768,25318,9945,9266,679,0,14124,14124,0,2115,42095,39906,561,0,1628,221298,8979,4553,4501,51,41284,2572,38712,0,0,0,0,0,38712,102371,3543,2787,85048,4465,6529,63896,215,215,18733,18733,0,0,2011,"Financial Year (Apr - Mar), 2011"
MANIPUR,2011-12,Accounts,500522,269496,143758,65588,23466,1703,6455,493,5128,22018,1474,12366,3086,922,1059,125737,39703,13062,7704,6038,195,2703,6804,7,1220,280,0,1685,4,8818,4717,7803,3992,1093,1456,27341,26891,9698,9251,447,0,13675,13675,0,1999,11983,9771,573,0,1640,213360,7709,4234,4187,46,42316,2572,39744,913,26647,16779,8340,7662,4522,96074,3547,2699,79868,3700,6260,62815,213,213,17666,17666,0,0,2011,"Financial Year (Apr - Mar), 2011"
HIMACHAL PRADESH,2011-12,Revised Estimates,1396715,826922,531076,315428,72792,9336,45381,2485,11592,10519,4795,35004,5749,14130,3866,295846,118367,28512,4961,18993,1085,1970,39132,121,11071,9490,0,3032,0,42690,0,20819,1788,18513,23,15806,15201,6173,4951,1221,0,84843,75261,9582,838,6310,2240,1606,835,1629,568538,16326,21010,20936,75,207099,0,207099,7414,148318,70957,47572,51367,0,102036,5592,14029,50710,15783,15923,220643,1424,0,1254,1254,0,0,2011,"Financial Year (Apr - Mar), 2011"
HIMACHAL PRADESH,2011-12,Budget Estimates,1404246,828672,521565,318879,70898,11388,45995,2438,10965,5843,4584,29282,3270,14130,3892,307108,112142,23735,5243,17753,1107,1254,39795,120,10803,9390,0,2942,0,47442,0,24234,1133,23075,26,16744,16137,6575,5279,1296,0,91576,81851,9725,1147,7248,2362,1879,1515,1491,575226,15335,20212,20119,93,215058,0,215058,7307,156384,77792,48000,51367,0,102463,5952,13198,50254,17083,15975,221000,1158,0,347,347,0,0,2011,"Financial Year (Apr - Mar), 2011"
TRIPURA,2011-12,Accounts,480908,267281,192906,90203,20077,2006,7355,267,7567,19612,1301,29499,8849,4116,2053,74376,33741,17080,775,4906,111,2592,5702,5,1184,27,0,1360,0,9671,374,3640,5,3110,525,4193,4093,3747,3646,0,101,16568,13467,3101,310,2131,212,219,703,997,203276,4702,3337,3178,159,49327,0,49327,3627,29585,13113,12370,16115,0,72908,3174,3366,52227,6924,7217,73002,1,0,10350,10350,0,0,2011,"Financial Year (Apr - Mar), 2011"
MEGHALAYA,2011-12,Budget Estimates,497381,359297,182335,103918,29007,1116,10225,3040,6083,7426,2979,5318,8936,1808,2479,176962,63312,23120,16055,6213,1178,1928,10152,0,0,1055,0,2683,195,22078,0,6252,55,6088,109,39229,38959,15693,6206,9487,0,11291,11291,0,43,15504,11399,1288,1031,1786,138084,7672,5992,5954,38,30895,1756,29139,2419,22219,14916,4437,4500,1,69846,6219,1900,31600,17685,12441,23590,90,87,0,0,0,0,2011,"Financial Year (Apr - Mar), 2011"
MEGHALAYA,2011-12,Revised Estimates,497380,359296,182334,103918,29007,1116,10225,3040,6083,7426,2979,5318,8936,1808,2478,176962,63312,23120,16055,6213,1178,1928,10152,0,0,1055,0,2683,928,22078,0,6252,55,6088,109,39229,38959,15693,6206,9487,0,11291,11291,0,43,15504,11399,1288,1031,1786,138084,7672,5992,5954,38,30894,1756,29138,2419,22219,14916,4437,4500,1,69846,6219,1900,31600,17685,12441,23590,90,87,0,0,0,0,2011,"Financial Year (Apr - Mar), 2011"
MEGHALAYA,2011-12,Accounts,483481,334762,174246,102233,25662,2919,11185,2945,4455,4039,3049,6887,7156,1478,2238,160515,50220,14656,15528,6611,828,1461,7645,0,0,925,0,1599,965,31010,2544,7059,55,6914,0,16833,16368,15236,6134,9103,0,11845,11845,0,45,25724,21444,1543,1086,1652,148719,7889,5483,5454,29,30323,1756,28567,2403,20917,14172,4300,5246,1,67359,5722,2204,34141,13864,11427,37579,87,87,0,0,0,0,2011,"Financial Year (Apr - Mar), 2011"
CHHATTISGARH,2011-12,Accounts,2262804,1603719,1047684,490828,83565,11864,39938,12337,40299,124593,7626,182101,31514,17710,5310,556034,226649,55039,2030,22158,0,4644,80844,0,42509,6214,0,12678,532,168575,0,36248,28703,7090,0,33690,32110,39117,14049,25038,30,45553,42940,2612,455,5748,855,3235,0,1658,590418,17987,48440,48376,64,129320,10000,119320,18762,72176,15890,51070,19846,8536,206872,9975,13596,147155,20109,16038,187787,12,0,68668,68668,0,0,2011,"Financial Year (Apr - Mar), 2011"
CHHATTISGARH,2011-12,Revised Estimates,2556769,1864249,1252044,594470,100467,12894,43335,16032,58741,138701,12053,200917,41534,27325,5576,612205,255239,69385,2966,25554,0,4900,86285,0,43198,6616,0,15736,600,186619,0,24487,17047,6977,0,31469,29889,46499,16461,29508,530,59523,55715,3808,1110,7259,1076,3235,0,2948,623851,28125,63237,63157,80,135434,10000,125434,19575,77535,17933,52000,20355,7969,206685,11088,15768,150770,8927,20133,190355,14,0,68668,68668,0,0,2011,"Financial Year (Apr - Mar), 2011"
CHHATTISGARH,2011-12,Budget Estimates,2134958,1770400,1186002,567524,97408,12894,39615,10284,66509,133020,12309,180776,41780,19359,4526,584399,262065,80033,2999,29367,0,4926,83090,0,43309,5667,0,12075,600,167839,0,22705,15635,6617,0,28850,27270,41329,12412,28387,530,52133,48477,3656,1090,8388,1047,3235,0,4106,614566,24732,62956,62876,80,140334,10000,130334,19575,82435,22833,52000,20355,7969,224340,5916,14020,136902,8253,59249,162190,14,0,61209,61209,0,0,2011,"Financial Year (Apr - Mar), 2011"
ARUNACHAL PRADESH,2011-12,Budget Estimates,360600,251810,93782,48969,17327,753,10016,990,1201,0,767,6388,1610,4094,1666,158029,48758,15516,4134,5086,73,1545,17639,0,3261,614,0,678,212,10846,0,9313,72,9149,0,25131,24795,4189,3368,691,131,18125,10700,7426,1405,33653,29839,693,1565,1556,108790,5351,1774,1693,81,28781,1900,26881,0,0,0,0,0,26881,51795,4389,10305,23861,9410,3829,21000,89,0,0,0,0,0,2011,"Financial Year (Apr - Mar), 2011"
ARUNACHAL PRADESH,2011-12,Revised Estimates,480357,341835,140531,59883,23278,1154,18100,3353,2128,0,845,10731,5260,13807,1993,201305,52790,14573,4724,6580,189,1740,15230,0,7339,1094,0,1168,154,13738,0,20381,72,17868,2100,35534,34895,5021,4167,712,143,37510,27730,9780,2233,19312,14101,964,1952,2295,138522,7143,2505,2420,85,32936,1900,31036,0,0,0,0,0,31036,71882,6735,13449,29821,16510,5368,24000,55,0,0,0,0,0,2011,"Financial Year (Apr - Mar), 2011"
ARUNACHAL PRADESH,2011-12,Accounts,441786,313341,138542,58974,23002,1113,18100,3262,1648,0,843,10641,5259,13749,1951,174800,49565,12797,4696,6458,185,1716,14084,0,7169,1058,0,1257,145,9505,11613,15228,72,12807,2100,35942,35304,4952,4106,708,139,30512,22533,7979,2231,15250,10620,951,1917,1763,128445,5337,2229,2145,84,30081,1900,28181,0,0,0,0,0,28181,66958,6760,13240,29976,12607,4375,23798,42,0,0,0,0,0,2011,"Financial Year (Apr - Mar), 2011"
MIZORAM,2011-12,Budget Estimates,342625,218949,114447,56122,17511,658,8701,774,4080,18056,670,3831,723,1455,1866,104502,49549,20776,3965,10691,144,2002,5999,0,3609,715,0,1243,406,4464,0,988,1,972,0,19122,19072,5187,4708,479,0,11531,8061,3470,268,9856,6884,532,1311,1129,123676,3916,4442,4355,87,29400,2275,27125,2370,16449,14135,2314,8305,0,58502,8843,3083,30911,3273,12393,27289,127,127,0,0,0,0,2011,"Financial Year (Apr - Mar), 2011"
MIZORAM,2011-12,Revised Estimates,393405,264869,142735,72197,18039,2074,11397,774,4606,20222,720,6973,2162,1668,1903,122134,54889,23463,3981,11192,164,2519,6649,0,3732,1408,0,1348,432,4843,0,1024,1,1008,0,29930,29880,5541,5061,479,0,11736,8262,3475,268,10272,6890,578,1334,1469,128536,4846,5005,4905,100,29445,2275,27170,2389,16472,14159,2314,8305,3,61825,8963,3160,32739,3431,13531,27289,127,127,0,0,0,0,2011,"Financial Year (Apr - Mar), 2011"
MIZORAM,2011-12,Accounts,372386,250381,134592,69792,16732,1934,10352,763,3700,20231,660,6187,2159,760,1320,115789,52914,22951,3885,10895,130,2510,6293,0,3498,1193,0,1156,402,4297,3620,904,1,888,0,29010,28960,5097,4672,425,0,10171,7729,2442,266,9510,6991,557,1173,789,122005,4304,4599,4506,93,29654,2275,27379,2383,16691,15110,1578,8305,0,53479,4314,2552,32100,3328,11186,29836,132,132,0,0,0,0,2011,"Financial Year (Apr - Mar), 2011"
TAMIL NADU,2011-12,Accounts,8383804,4740383,3326175,1526584,353902,68056,19189,62068,90093,188047,24163,657424,215269,118935,2445,1414209,353242,135280,9925,50644,6261,24958,23520,3,0,40530,0,51925,10196,116884,721,82594,64397,8754,7511,177649,177445,59940,53965,6006,31,95206,92626,2580,1950,526022,4772,2140,501988,17121,2894119,100452,80967,76397,4570,909003,21901,887102,53452,704153,402998,255437,118856,10641,536500,12185,77189,335986,37017,74123,1259657,7540,1,749302,749302,0,0,2011,"Financial Year (Apr - Mar), 2011"
TAMIL NADU,2011-12,Revised Estimates,8501632,4899704,3403279,1527723,348723,68412,23448,65895,129733,182209,30188,684845,234038,106523,1543,1496425,430702,192872,15434,54967,6057,28445,23981,3,0,41633,0,57501,9810,122206,0,92399,77852,8851,3780,164190,163906,61048,54376,6672,0,94167,91513,2654,2171,528404,4877,3429,502586,17511,2853637,109452,79671,75004,4667,894119,22000,872119,53288,691347,403054,240163,116476,10996,517987,12835,75691,322176,33557,73728,1241664,10746,0,748290,748290,0,0,2011,"Financial Year (Apr - Mar), 2011"
TAMIL NADU,2011-12,Budget Estimates,8551127,4975758,3377970,1537847,323484,64839,39349,118159,184676,158114,30255,677638,221928,7941,13739,1597787,401537,170220,17424,54005,6277,32608,25560,4,0,39389,0,46092,9957,111910,0,107370,93681,8905,2735,190255,189946,171227,52345,118881,0,124256,121865,2391,2208,488176,5365,3952,460536,18323,2844067,90665,78464,74750,3714,926338,45032,881306,52440,706882,418576,240163,112734,9249,507200,13783,73806,321368,19118,79124,1230467,10932,0,731302,731302,0,0,2011,"Financial Year (Apr - Mar), 2011"
NAGALAND,2011-12,Budget Estimates,460054,248883,113988,65072,19265,1678,4044,519,1836,2311,1928,7916,6268,522,2627,134896,35902,14818,3899,5790,314,2205,4761,0,1281,1107,0,1727,0,12450,0,17835,0,17835,0,21204,20889,5959,4460,1500,0,17283,12507,4777,3056,12951,9798,636,0,2518,211171,4520,3786,3782,4,46867,2900,43967,2783,36653,25670,1500,4530,0,98103,6441,7720,69053,5727,9162,57629,266,169,0,0,0,0,2011,"Financial Year (Apr - Mar), 2011"
NAGALAND,2011-12,Revised Estimates,511944,278956,128692,73052,21228,2024,4239,832,2190,3912,2174,9657,5865,522,2996,150264,36567,14335,4343,6118,161,2478,4400,0,1301,1630,0,1800,0,16019,0,16686,0,16686,0,29056,28821,7841,6277,1564,0,18535,12820,5715,892,14380,9910,796,0,3673,232988,6259,4886,4882,4,46369,2900,43469,2680,36484,25670,1772,4305,0,116966,7484,8645,82968,7152,10717,58159,349,179,0,0,0,0,2011,"Financial Year (Apr - Mar), 2011"
NAGALAND,2011-12,Accounts,487566,255739,115412,67614,21780,1928,3552,790,916,1798,2146,7949,3895,11,3033,140326,36379,14211,4317,5714,160,2624,5124,0,1295,1234,0,1700,0,9528,9618,13194,0,13194,0,29441,29206,7399,5870,1529,0,19909,14188,5721,709,14148,9876,820,0,3452,231827,5956,4837,4833,4,44639,2900,41739,2680,34754,24623,1295,4304,0,117385,7546,8591,83034,7672,10543,58668,344,176,0,0,0,0,2011,"Financial Year (Apr - Mar), 2011"
SIKKIM,2011-12,Accounts,323014,164571,103169,48955,11397,1325,2066,2919,2623,1912,364,4651,1006,23629,2322,61402,22296,5451,758,3293,232,389,5720,384,1544,0,0,885,3639,8098,48,4012,0,3446,565,9798,9738,4660,1655,3005,0,9779,6566,3213,282,2427,619,892,44,872,155297,4547,4301,4301,0,20283,1200,19083,1008,13718,9759,1898,4357,0,28033,2400,821,17281,1764,5766,17376,80757,80053,3147,3147,0,0,2011,"Financial Year (Apr - Mar), 2011"
SIKKIM,2011-12,Revised Estimates,355904,184691,107037,50004,11583,1350,2219,2928,2650,2951,397,5431,1516,23682,2325,77655,28579,5607,788,3563,234,403,10268,384,1720,0,0,886,4726,7723,0,14003,0,13387,565,9892,9831,4706,1661,2876,169,9777,6563,3214,275,2601,640,886,35,1040,167952,5087,4336,4336,0,19156,1200,17956,1008,13718,10327,1390,3230,0,28311,2422,834,17371,1919,5765,16168,94893,94078,3261,3261,0,0,2011,"Financial Year (Apr - Mar), 2011"
SIKKIM,2011-12,Budget Estimates,323323,149642,72563,43838,10244,1350,2247,928,1974,2716,279,3784,1120,2503,1580,77079,23467,3518,575,2763,111,370,9250,384,1443,0,0,777,4276,11934,0,14687,0,14632,0,8359,8298,1716,1276,440,0,8711,5661,3050,166,7940,6319,823,35,763,170402,4755,3998,3998,0,20415,1200,19215,1787,14198,10759,1390,3230,0,31415,2394,844,20342,1487,6349,14926,94893,94078,3279,3279,0,0,2011,"Financial Year (Apr - Mar), 2011"
NATIONAL CAPITAL TERRITORY OF DELHI,2011-12,Accounts,1796486,1288934,1071711,442225,242856,3026,29317,61529,144345,18529,7663,93146,24651,1298,3128,217222,7965,2542,27,1192,200,39,2883,0,0,141,0,771,171,744,0,10585,0,1267,9317,58564,58564,2693,2681,12,0,121040,58951,62090,4572,11060,548,1701,3324,5488,434723,52478,13208,13201,8,291726,0,291726,291726,0,0,0,0,0,77462,4642,6611,1003,37992,27214,0,152,0,72829,72829,0,0,2011,"Financial Year (Apr - Mar), 2011"
BIHAR,2011-12,Accounts,4649948,2876660,1872878,1015728,150378,29974,34471,79629,57233,105963,8776,230374,73781,54744,31827,1003782,191447,130691,1036,18585,4841,3909,11590,0,0,14271,0,6121,403,291460,0,131135,70713,28525,22910,216802,215751,36319,3386,32934,0,78853,78583,270,0,57766,8223,1106,36805,11631,1772972,72400,55043,54689,355,454009,23643,430366,49672,336788,134895,177851,43453,453,410674,13362,27431,296685,23551,49645,780845,0,0,317,317,0,0,2011,"Financial Year (Apr - Mar), 2011"
BIHAR,2011-12,Revised Estimates,5544456,3631751,2314938,1183492,202501,39948,62353,82030,126690,106277,10612,262758,113188,66512,58578,1316813,252845,160975,3238,27037,5433,10144,12012,0,0,18845,0,14672,489,392913,0,169369,77043,57479,25846,242617,241283,59861,6178,53683,0,100229,99860,369,0,98980,9555,1172,41939,46314,1912293,101519,67003,66582,421,498226,24350,473876,49374,349476,147738,175803,74284,742,487107,15885,44493,330557,28054,68117,758439,0,0,412,412,0,0,2011,"Financial Year (Apr - Mar), 2011"
BIHAR,2011-12,Budget Estimates,4993356,3142433,2086215,1111383,188604,39948,39033,81821,122603,62844,10072,228548,102761,40693,57907,1056218,205119,125118,3213,24020,5360,8895,12051,0,0,18844,0,7106,514,380224,0,122605,46069,41740,25796,109053,108000,60162,6015,54147,0,99919,99550,369,0,79136,7139,1002,42424,28571,1850511,93312,58325,57904,421,498201,24350,473851,47807,351218,149505,175803,74284,542,442247,14576,35775,300414,28460,63022,758427,0,0,412,412,0,0,2011,"Financial Year (Apr - Mar), 2011"
ODISHA,2011-12,Budget Estimates,3632323,2235090,1382016,698044,121816,25012,52923,17408,39145,96004,10257,141276,52591,117244,10296,853074,299347,100778,11801,23238,1066,8251,30526,0,100195,7792,0,15284,417,186665,0,99719,46653,33415,11184,2992,1817,31067,16714,14280,73,121680,120939,742,6158,105444,96818,2234,1377,5016,1339243,38068,50525,49980,545,404740,7,404733,55781,161992,51137,80512,186958,2,389275,136610,9663,139173,58097,45732,455000,1635,0,57989,57989,0,0,2011,"Financial Year (Apr - Mar), 2011"
ODISHA,2011-12,Revised Estimates,3707152,2383227,1528579,714509,124547,25012,51045,17698,29325,101547,13868,190728,63092,186830,10378,854647,309344,108110,11412,21242,841,8161,30259,0,101419,8906,0,18570,424,189481,0,98067,49001,29415,11184,2737,1871,28843,16790,11879,173,121445,120660,785,6087,98643,90202,1955,1471,5015,1256535,38706,51698,51153,545,425740,21007,404733,55781,161992,51137,80512,186958,2,283740,15295,10002,151580,60627,46235,455015,1635,0,67390,67390,0,0,2011,"Financial Year (Apr - Mar), 2011"
ODISHA,2011-12,Accounts,3466023,2307054,1433808,680980,112934,19565,56316,16381,16509,98265,8358,180358,63511,170979,9652,873247,316599,120270,10332,21393,574,5192,29781,0,100368,8888,0,19429,372,183696,0,86024,44059,23807,10373,2370,1725,25325,15599,9369,357,118428,117710,718,5141,135663,129961,2193,634,2876,1092857,33855,43765,43504,260,278650,21007,257643,48808,151417,42679,81802,57415,2,260879,14095,9413,137665,56973,42734,474076,1633,0,66111,66111,0,0,2011,"Financial Year (Apr - Mar), 2011"
JAMMU AND KASHMIR,2011-12,Budget Estimates,2243688,1135644,598773,312588,118386,2204,64229,4605,31188,6788,5030,24807,5457,18560,4930,536871,123625,25336,4996,29094,0,3790,44470,0,99,11408,0,2721,1711,25763,0,37896,6310,23390,5842,290019,290019,25777,22851,2927,0,5022,5022,0,2031,24934,13527,6332,0,5075,1108044,17288,13796,13787,10,236055,0,236055,0,0,0,0,0,236055,575697,5212,5916,289064,35390,240116,265100,108,0,0,0,0,0,2011,"Financial Year (Apr - Mar), 2011"
JAMMU AND KASHMIR,2011-12,Revised Estimates,2249476,1260427,649329,343343,132242,2315,79489,4797,35243,6690,4703,22415,5393,6025,6676,611098,132603,27511,5391,30287,0,4485,47391,0,158,12434,0,3140,1806,29045,0,40875,6651,25651,6145,354127,354127,25714,22912,2803,0,8273,8193,80,2176,16208,6239,6988,0,2981,989049,27150,13456,13438,19,255146,1563,253583,0,0,0,0,0,253583,415121,6102,5862,320223,42393,40542,278067,108,0,0,0,0,0,2011,"Financial Year (Apr - Mar), 2011"
ASSAM,2011-12,Budget Estimates,3161663,1833143,1227232,702875,127721,21382,26505,2181,88585,60474,16821,102382,44702,28896,4708,605912,188469,76860,3920,23200,4382,7876,37738,0,12703,15345,0,5829,616,105314,0,71764,10935,39791,20688,4034,3988,39950,25357,14593,0,73913,62126,11787,1707,45498,34030,2750,75,8643,1026000,23731,46276,46112,164,223188,13300,209888,13618,154042,92533,54478,42228,0,459448,139123,10900,231361,22311,55753,237511,35846,0,302519,302519,0,0,2011,"Financial Year (Apr - Mar), 2011"
ASSAM,2011-12,Revised Estimates,3255461,1890458,1254303,718919,133075,21482,29515,2620,88585,60591,16951,103983,44710,28896,4975,636155,195635,78497,3930,23200,4382,8035,42646,0,12733,15628,0,5908,676,105317,0,71813,10948,39827,20688,4034,3988,40603,26007,14596,0,96144,83956,12188,1707,45610,34032,2750,75,8752,1060579,34469,46586,46421,164,223738,13300,210438,14229,149907,90299,52576,43048,3254,476429,139129,11882,244818,22460,58140,243511,35846,0,304424,304424,0,0,2011,"Financial Year (Apr - Mar), 2011"
PUDUCHERRY,2011-12,Budget Estimates,377677,280944,184924,54973,37701,398,6643,10980,14695,20214,2097,22774,3149,10358,941,96020,26375,8903,177,4019,337,4289,533,0,5480,1560,0,677,400,3895,0,2395,0,2157,238,27585,27585,9034,3492,5542,0,10052,7368,2684,263,13122,2259,8870,1306,687,96273,3429,3489,3489,0,39900,1200,38700,19910,16081,15314,0,2643,66,23702,1392,352,11852,2112,7994,25643,109,0,461,461,0,0,2011,"Financial Year (Apr - Mar), 2011"
PUDUCHERRY,2011-12,Revised Estimates,332616,233760,156333,47284,32709,579,5769,4346,6266,10976,1912,23997,2751,18882,861,77428,22179,5181,181,2709,79,5783,434,0,5213,1560,0,651,388,5458,0,2303,0,2076,227,25555,25555,8791,2593,6198,0,4449,3544,905,257,4686,613,2817,851,405,98396,3467,3225,3225,0,40200,1187,39014,19836,16283,14999,0,2860,34,21814,1505,350,10564,2759,6636,29600,91,0,460,460,0,0,2011,"Financial Year (Apr - Mar), 2011"
PUDUCHERRY,2011-12,Accounts,322223,224943,149774,46736,30458,579,5763,2493,5085,11387,1887,23349,2719,18496,824,75169,21056,5132,179,2662,77,4773,430,0,5211,1559,0,647,384,5237,3492,2293,0,2066,227,25541,25541,8741,2542,6198,0,4388,3484,903,255,4167,602,2346,826,393,96824,3444,3194,3194,0,40200,1187,39014,19836,16283,14999,0,2860,34,20285,1497,346,9380,2514,6548,29600,101,0,456,456,0,0,2011,"Financial Year (Apr - Mar), 2011"
JAMMU AND KASHMIR,2011-12,Accounts,2268048,1295572,629257,326372,120664,6502,72806,4380,34070,7465,8681,36310,4733,1840,5435,666314,120757,24986,4884,29282,0,4275,40482,0,156,12322,0,2575,1796,24238,37516,36803,5791,22847,6034,376827,376827,23031,20522,2509,0,19494,19414,80,4413,23236,11097,6615,0,5524,972476,18324,13124,13106,18,239881,1563,238318,12798,161210,92425,36476,55971,8340,371383,5019,7880,287182,33955,37348,329650,114,109,0,0,0,0,2011,"Financial Year (Apr - Mar), 2011"
RAJASTHAN,2011-12,Accounts,5365331,3467176,2192787,1158571,251199,75858,163333,3972,150415,63421,11327,105471,107686,93965,7569,1274389,260328,147514,4781,36060,48,1286,44054,0,0,11849,0,14134,603,363939,42,141154,123139,16321,0,300723,300590,19940,3785,16155,0,127269,120119,7150,3939,57055,4484,2592,38833,11146,1870851,50282,107659,107513,147,789182,0,789182,57682,526885,275592,223079,197103,7512,315946,11333,27082,227223,11803,38506,591979,15803,0,27304,27304,0,0,2011,"Financial Year (Apr - Mar), 2011"
RAJASTHAN,2011-12,Revised Estimates,5567789,3630768,2316767,1225081,271497,80214,167219,4061,164142,68206,11690,104629,117999,94254,7775,1314000,276890,156928,5729,36940,48,1356,49087,0,0,11858,0,14283,661,378456,0,145486,124634,19107,0,300734,300590,23201,4334,18868,0,123713,116513,7200,4103,61370,7130,2650,39227,12364,1907493,54540,114395,114231,164,789046,0,789046,57637,527727,275593,223079,198211,5472,330961,13389,30261,233600,13133,40578,602697,15854,0,29528,29528,0,0,2011,"Financial Year (Apr - Mar), 2011"
MADHYA PRADESH,2012-13,Budget Estimates,6354349,3924394,2499217,1221528,284595,40720,77607,33554,141302,216061,22929,271635,120754,53036,15496,1425177,527910,138959,7359,61344,0,6249,151304,0,105212,9147,0,48337,0,421919,0,59949,49356,10090,503,215611,212743,55778,21933,33846,0,106631,106512,120,4806,32572,12538,4094,14272,1668,2057743,78179,202818,202504,314,627508,0,627508,77333,454890,221389,177500,75907,19378,562307,16759,42735,282758,38571,181484,582585,4346,0,372212,372212,0,0,2012,"Financial Year (Apr - Mar), 2012"
WEST BENGAL,2012-13,Accounts,8211088,4625451,3421154,1698890,344664,46222,77782,26664,371139,82872,19309,609269,73341,33630,37372,1204297,214880,83653,2354,29944,9494,8980,34449,0,16177,12534,0,14487,2807,407443,109892,87133,24026,40944,21335,186492,185566,69698,28459,41238,0,104365,57135,47230,3044,21351,8295,2881,4470,5705,3532509,54287,102145,100149,1996,1762070,5000,1757070,89562,1534166,745489,744814,67086,66257,505883,15596,15756,343391,42156,88983,1103569,4556,4499,53128,53128,0,0,2012,"Financial Year (Apr - Mar), 2012"
